customer_id,trans_date,response,month,tran_amount,month_year
CS1620,07-02-2013,0,2,66,2013-02
CS1362,07-01-2014,0,1,68,2014-01
CS2190,25-06-2014,1,6,92,2014-06
CS4540,10-11-2012,1,11,95,2012-11
CS2586,29-01-2013,0,1,69,2013-01
CS2235,22-05-2014,0,5,55,2014-05
CS5696,07-08-2014,0,8,62,2014-08
CS4624,25-11-2012,1,11,74,2012-11
CS5654,15-09-2014,1,9,35,2014-09
CS6019,23-08-2014,1,8,86,2014-08
CS4304,30-04-2013,0,4,72,2013-04
CS1933,05-12-2012,0,12,53,2012-12
CS3067,08-02-2013,0,2,98,2013-02
CS2666,02-09-2012,0,9,74,2012-09
CS3767,03-01-2015,0,1,54,2015-01
CS4638,19-05-2014,0,5,86,2014-05
CS3498,29-03-2013,0,3,49,2013-03
CS5240,11-02-2014,1,2,105,2014-02
CS3263,20-05-2013,0,5,78,2013-05
CS2214,23-09-2012,0,9,49,2012-09
CS2241,28-12-2014,0,12,104,2014-12
CS2171,20-06-2011,0,6,78,2011-06
CS2311,21-09-2013,1,9,60,2013-09
CS5232,08-03-2014,0,3,51,2014-03
CS5576,20-12-2012,0,12,38,2012-12
CS3841,24-08-2012,1,8,54,2012-08
CS4435,16-12-2012,0,12,65,2012-12
CS2398,21-12-2013,0,12,54,2013-12
CS4237,21-03-2012,0,3,98,2012-03
CS3631,12-02-2015,1,2,68,2015-02
CS4362,23-09-2013,0,9,84,2013-09
CS1829,04-02-2012,0,2,71,2012-02
CS5419,27-12-2013,0,12,99,2013-12
CS5760,16-11-2013,0,11,48,2013-11
CS1711,20-09-2011,0,9,69,2011-09
CS5989,07-10-2014,0,10,88,2014-10
CS5260,06-09-2011,1,9,52,2011-09
CS4902,06-01-2015,1,1,98,2015-01
CS3118,30-05-2013,0,5,51,2013-05
CS4166,05-05-2013,0,5,74,2013-05
CS1288,08-07-2014,0,7,83,2014-07
CS3959,01-06-2012,0,6,105,2012-06
CS4512,19-11-2011,0,11,75,2011-11
CS5681,09-08-2012,0,8,86,2012-08
CS5308,25-05-2014,1,5,71,2014-05
CS5149,10-10-2014,0,10,49,2014-10
CS5958,13-08-2012,0,8,96,2012-08
CS1206,16-11-2011,0,11,90,2011-11
CS4691,02-07-2011,0,7,86,2011-07
CS2384,08-01-2014,0,1,51,2014-01
CS5640,07-01-2015,0,1,40,2015-01
CS1529,09-07-2012,0,7,77,2012-07
CS4259,05-11-2012,0,11,79,2012-11
CS1144,26-04-2012,0,4,90,2012-04
CS3472,22-04-2014,0,4,76,2014-04
CS5661,22-01-2015,0,1,60,2015-01
CS2159,08-12-2011,0,12,67,2011-12
CS4962,11-06-2012,0,6,69,2012-06
CS1943,15-09-2013,0,9,96,2013-09
CS4132,03-09-2013,0,9,94,2013-09
CS4320,07-11-2012,1,11,63,2012-11
CS3597,12-09-2014,1,9,56,2014-09
CS3191,21-01-2013,0,1,49,2013-01
CS3224,19-05-2012,0,5,45,2012-05
CS3229,08-07-2014,0,7,89,2014-07
CS5270,24-07-2014,0,7,96,2014-07
CS4587,29-12-2014,0,12,104,2014-12
CS3329,10-06-2011,0,6,42,2011-06
CS4314,17-01-2014,0,1,65,2014-01
CS3550,11-09-2014,0,9,78,2014-09
CS4773,08-06-2012,0,6,75,2012-06
CS3259,03-06-2014,1,6,63,2014-06
CS2310,25-01-2014,0,1,85,2014-01
CS1515,03-04-2013,0,4,76,2013-04
CS4734,26-06-2014,0,6,73,2014-06
CS5622,07-09-2011,0,9,87,2011-09
CS3794,18-07-2012,0,7,38,2012-07
CS5680,19-04-2013,0,4,73,2013-04
CS2835,04-07-2014,0,7,62,2014-07
CS5003,30-06-2011,0,6,60,2011-06
CS1695,21-06-2013,0,6,92,2013-06
CS1924,08-08-2012,0,8,55,2012-08
CS4297,28-09-2011,1,9,65,2011-09
CS2769,11-03-2012,0,3,103,2012-03
CS2082,14-04-2012,0,4,75,2012-04
CS5370,27-12-2013,1,12,58,2013-12
CS1850,05-03-2013,0,3,69,2013-03
CS1641,10-05-2012,0,5,84,2012-05
CS1453,30-08-2012,0,8,95,2012-08
CS1403,24-08-2012,1,8,42,2012-08
CS2560,22-04-2012,0,4,72,2012-04
CS3783,18-07-2014,0,7,89,2014-07
CS1364,12-04-2012,0,4,72,2012-04
CS3355,11-01-2014,0,1,92,2014-01
CS2858,12-04-2012,0,4,44,2012-04
CS2156,28-11-2013,0,11,66,2013-11
CS5641,03-12-2014,0,12,52,2014-12
CS5661,22-03-2013,0,3,67,2013-03
CS2461,06-11-2012,0,11,105,2012-11
CS3851,10-06-2011,0,6,66,2011-06
CS1580,15-09-2011,1,9,50,2011-09
CS5505,16-08-2012,0,8,60,2012-08
CS4078,30-11-2012,0,11,93,2012-11
CS3011,26-08-2014,0,8,102,2014-08
CS4746,25-12-2014,1,12,70,2014-12
CS3817,24-11-2012,0,11,96,2012-11
CS1370,25-03-2013,1,3,54,2013-03
CS2230,18-04-2013,0,4,78,2013-04
CS2776,01-08-2012,0,8,48,2012-08
CS4943,11-03-2013,0,3,91,2013-03
CS4421,23-03-2014,0,3,82,2014-03
CS2612,15-01-2012,0,1,69,2012-01
CS3625,13-03-2014,0,3,76,2014-03
CS3544,22-11-2012,0,11,60,2012-11
CS3506,07-01-2012,0,1,84,2012-01
CS4726,26-12-2013,0,12,98,2013-12
CS3561,07-09-2012,0,9,46,2012-09
CS4489,19-01-2014,0,1,99,2014-01
CS2117,28-09-2014,0,9,41,2014-09
CS2285,24-09-2013,0,9,77,2013-09
CS1332,04-01-2013,0,1,62,2013-01
CS2059,19-08-2012,0,8,38,2012-08
CS5238,14-07-2011,0,7,76,2011-07
CS2319,08-05-2012,0,5,86,2012-05
CS3403,06-10-2011,0,10,103,2011-10
CS2344,29-10-2012,0,10,103,2012-10
CS3479,27-02-2012,0,2,83,2012-02
CS3348,12-12-2014,0,12,87,2014-12
CS4844,17-10-2012,0,10,102,2012-10
CS3471,25-05-2012,0,5,52,2012-05
CS3576,07-06-2011,0,6,98,2011-06
CS1686,22-10-2011,0,10,55,2011-10
CS5929,20-12-2013,0,12,82,2013-12
CS4745,30-09-2012,0,9,105,2012-09
CS5416,04-01-2013,0,1,37,2013-01
CS4995,25-08-2013,1,8,60,2013-08
CS3912,21-09-2013,0,9,66,2013-09
CS1374,05-03-2013,0,3,87,2013-03
CS3914,03-02-2012,0,2,79,2012-02
CS4403,26-12-2011,0,12,77,2011-12
CS1744,10-06-2013,0,6,97,2013-06
CS4140,15-03-2015,0,3,78,2015-03
CS4818,25-08-2014,0,8,92,2014-08
CS1699,28-05-2014,0,5,39,2014-05
CS3454,19-09-2012,0,9,100,2012-09
CS5991,11-12-2012,0,12,57,2012-12
CS2296,02-01-2015,0,1,53,2015-01
CS3055,24-12-2014,0,12,41,2014-12
CS3170,03-09-2013,0,9,61,2013-09
CS4930,28-07-2012,0,7,37,2012-07
CS1442,31-03-2014,0,3,66,2014-03
CS2225,29-03-2012,0,3,100,2012-03
CS4438,12-04-2012,1,4,88,2012-04
CS2081,19-07-2014,0,7,78,2014-07
CS4177,21-02-2012,0,2,90,2012-02
CS1225,10-10-2012,0,10,46,2012-10
CS4391,21-06-2014,1,6,63,2014-06
CS4635,20-06-2012,1,6,74,2012-06
CS2925,03-07-2014,0,7,71,2014-07
CS5522,19-07-2011,0,7,62,2011-07
CS5144,28-06-2011,0,6,100,2011-06
CS3799,30-03-2012,0,3,77,2012-03
CS4665,13-09-2013,0,9,44,2013-09
CS1247,25-10-2014,1,10,96,2014-10
CS5064,21-08-2012,0,8,93,2012-08
CS6020,04-10-2011,0,10,101,2011-10
CS5187,22-10-2013,0,10,102,2013-10
CS5792,11-05-2012,0,5,47,2012-05
CS1885,14-03-2015,0,3,40,2015-03
CS2140,06-04-2013,0,4,84,2013-04
CS3236,12-02-2012,0,2,66,2012-02
CS3968,10-03-2014,0,3,54,2014-03
CS2468,17-05-2011,0,5,64,2011-05
CS5204,17-11-2012,0,11,81,2012-11
CS2339,01-06-2012,0,6,71,2012-06
CS3309,26-08-2013,0,8,77,2013-08
CS5422,05-07-2014,0,7,101,2014-07
CS5427,02-02-2014,1,2,37,2014-02
CS2552,20-09-2013,0,9,49,2013-09
CS6012,05-07-2011,0,7,67,2011-07
CS2333,01-03-2012,0,3,70,2012-03
CS4640,13-06-2012,0,6,104,2012-06
CS5882,08-05-2013,1,5,64,2013-05
CS2429,21-10-2012,0,10,40,2012-10
CS5438,13-06-2013,0,6,78,2013-06
CS5856,09-09-2014,0,9,52,2014-09
CS1231,27-12-2011,0,12,98,2011-12
CS4113,20-11-2013,0,11,56,2013-11
CS2476,01-11-2013,0,11,91,2013-11
CS4087,23-02-2015,0,2,80,2015-02
CS4687,27-12-2014,0,12,70,2014-12
CS3794,21-08-2013,0,8,37,2013-08
CS2592,30-03-2012,0,3,96,2012-03
CS1508,03-03-2012,0,3,62,2012-03
CS1595,06-01-2013,0,1,72,2013-01
CS5975,23-01-2013,0,1,104,2013-01
CS1412,19-03-2014,1,3,59,2014-03
CS5823,31-10-2012,0,10,105,2012-10
CS1613,03-10-2011,0,10,35,2011-10
CS5390,21-03-2013,0,3,98,2013-03
CS1741,08-02-2014,0,2,53,2014-02
CS5353,24-02-2015,0,2,88,2015-02
CS5000,15-07-2012,0,7,88,2012-07
CS1152,18-11-2012,0,11,99,2012-11
CS3616,19-01-2015,0,1,55,2015-01
CS1526,30-03-2014,0,3,80,2014-03
CS4815,03-10-2011,0,10,56,2011-10
CS3919,07-07-2012,0,7,101,2012-07
CS5689,05-06-2013,0,6,104,2013-06
CS6036,11-07-2011,0,7,80,2011-07
CS3350,11-06-2013,0,6,50,2013-06
CS5024,20-09-2011,1,9,93,2011-09
CS1263,08-10-2014,0,10,51,2014-10
CS1906,09-01-2012,0,1,91,2012-01
CS2656,06-09-2013,0,9,104,2013-09
CS5638,03-11-2014,0,11,84,2014-11
CS3222,06-08-2013,0,8,103,2013-08
CS5007,28-11-2013,0,11,80,2013-11
CS3271,24-07-2014,0,7,75,2014-07
CS1172,05-03-2013,1,3,65,2013-03
CS2753,08-03-2013,0,3,101,2013-03
CS1362,04-05-2012,0,5,59,2012-05
CS2770,08-02-2012,0,2,81,2012-02
CS4668,28-09-2011,0,9,71,2011-09
CS5185,25-05-2013,0,5,45,2013-05
CS3800,06-12-2014,0,12,68,2014-12
CS4408,24-10-2011,0,10,86,2011-10
CS5294,29-11-2013,1,11,80,2013-11
CS5109,18-04-2013,0,4,82,2013-04
CS3506,02-09-2014,0,9,41,2014-09
CS4665,02-08-2014,0,8,68,2014-08
CS3359,26-12-2012,0,12,80,2012-12
CS4203,10-09-2013,0,9,35,2013-09
CS5865,14-02-2014,1,2,53,2014-02
CS4879,14-07-2013,0,7,43,2013-07
CS5152,31-07-2011,0,7,83,2011-07
CS5312,13-06-2011,0,6,42,2011-06
CS1527,30-10-2013,0,10,72,2013-10
CS1155,28-03-2014,0,3,52,2014-03
CS3612,30-06-2014,0,6,69,2014-06
CS6085,24-04-2014,0,4,62,2014-04
CS1620,20-05-2014,0,5,73,2014-05
CS1150,07-03-2014,0,3,57,2014-03
CS1433,06-02-2013,0,2,84,2013-02
CS5620,21-07-2012,1,7,86,2012-07
CS2594,14-03-2015,0,3,89,2015-03
CS5369,12-06-2011,0,6,48,2011-06
CS3505,27-10-2011,1,10,75,2011-10
CS2310,20-09-2012,0,9,101,2012-09
CS1499,02-09-2011,0,9,58,2011-09
CS2628,08-03-2012,1,3,95,2012-03
CS1201,14-08-2013,0,8,52,2013-08
CS2220,13-10-2011,0,10,96,2011-10
CS2520,08-01-2015,0,1,67,2015-01
CS1647,26-07-2013,0,7,93,2013-07
CS2870,11-03-2013,0,3,37,2013-03
CS2293,02-08-2013,0,8,82,2013-08
CS1392,19-05-2012,0,5,43,2012-05
CS5733,02-10-2013,0,10,48,2013-10
CS2353,12-07-2011,0,7,104,2011-07
CS1381,19-12-2012,0,12,65,2012-12
CS5840,03-11-2012,0,11,65,2012-11
CS4513,24-08-2011,0,8,95,2011-08
CS5310,11-01-2015,0,1,89,2015-01
CS5533,24-05-2013,0,5,52,2013-05
CS1939,05-06-2011,0,6,98,2011-06
CS5402,05-08-2011,0,8,45,2011-08
CS1193,20-09-2013,0,9,96,2013-09
CS3956,08-12-2013,0,12,95,2013-12
CS5088,08-12-2014,0,12,68,2014-12
CS4924,06-11-2011,1,11,45,2011-11
CS1270,23-05-2014,0,5,72,2014-05
CS1302,16-10-2011,0,10,102,2011-10
CS1360,28-09-2011,0,9,48,2011-09
CS4493,13-07-2011,0,7,65,2011-07
CS1989,23-11-2014,1,11,99,2014-11
CS2752,20-12-2011,0,12,38,2011-12
CS3091,23-02-2014,0,2,49,2014-02
CS5742,09-05-2012,0,5,38,2012-05
CS3111,25-01-2014,0,1,74,2014-01
CS2854,14-10-2012,1,10,87,2012-10
CS2159,23-05-2013,0,5,39,2013-05
CS3795,28-05-2011,0,5,52,2011-05
CS5158,10-09-2014,0,9,64,2014-09
CS1897,15-09-2014,0,9,90,2014-09
CS4737,04-04-2012,0,4,44,2012-04
CS5130,30-04-2014,0,4,84,2014-04
CS4801,12-07-2013,0,7,103,2013-07
CS5289,06-08-2011,0,8,64,2011-08
CS5130,11-01-2014,0,1,84,2014-01
CS5136,01-04-2013,0,4,95,2013-04
CS4470,19-06-2012,1,6,99,2012-06
CS1215,10-06-2014,0,6,87,2014-06
CS2756,08-02-2014,0,2,88,2014-02
CS1519,06-11-2014,0,11,80,2014-11
CS2201,25-05-2011,0,5,40,2011-05
CS5663,06-06-2011,1,6,48,2011-06
CS1583,25-11-2014,0,11,75,2014-11
CS3245,29-05-2011,1,5,90,2011-05
CS5905,19-04-2013,0,4,49,2013-04
CS6043,15-02-2013,0,2,92,2013-02
CS5692,28-10-2012,0,10,57,2012-10
CS2969,01-02-2015,0,2,85,2015-02
CS2239,03-03-2012,0,3,75,2012-03
CS3699,30-07-2012,0,7,45,2012-07
CS6017,16-09-2011,0,9,99,2011-09
CS6015,14-06-2014,0,6,68,2014-06
CS1136,02-11-2013,0,11,40,2013-11
CS1173,10-10-2011,1,10,83,2011-10
CS3213,08-10-2012,0,10,38,2012-10
CS2953,07-08-2011,0,8,50,2011-08
CS1311,02-11-2011,0,11,76,2011-11
CS5960,13-11-2013,0,11,68,2013-11
CS2201,05-02-2014,0,2,87,2014-02
CS4105,20-07-2013,0,7,52,2013-07
CS1519,02-05-2014,0,5,43,2014-05
CS1664,06-08-2012,0,8,49,2012-08
CS2094,19-11-2012,0,11,42,2012-11
CS3917,20-06-2013,0,6,63,2013-06
CS4928,19-01-2014,0,1,85,2014-01
CS4083,11-12-2014,0,12,41,2014-12
CS1233,11-06-2012,1,6,75,2012-06
CS5281,28-03-2014,0,3,105,2014-03
CS3231,30-09-2013,0,9,40,2013-09
CS5161,24-12-2014,1,12,82,2014-12
CS2868,15-06-2011,0,6,35,2011-06
CS2617,23-09-2012,0,9,104,2012-09
CS4162,12-09-2014,0,9,40,2014-09
CS1934,25-09-2011,0,9,49,2011-09
CS1672,05-11-2014,0,11,71,2014-11
CS3821,31-12-2011,0,12,47,2011-12
CS5451,12-11-2013,0,11,86,2013-11
CS4339,19-11-2012,1,11,51,2012-11
CS2621,24-05-2013,0,5,93,2013-05
CS4824,20-01-2014,0,1,65,2014-01
CS4790,05-09-2011,0,9,80,2011-09
CS5049,09-09-2014,0,9,59,2014-09
CS3188,17-12-2014,0,12,80,2014-12
CS2638,21-07-2013,0,7,46,2013-07
CS2837,17-09-2014,0,9,43,2014-09
CS5439,25-06-2013,0,6,45,2013-06
CS3545,11-02-2015,0,2,72,2015-02
CS1324,16-02-2014,1,2,93,2014-02
CS3441,25-07-2012,0,7,89,2012-07
CS5867,25-05-2011,0,5,42,2011-05
CS3282,10-05-2014,0,5,72,2014-05
CS5126,29-04-2012,0,4,74,2012-04
CS4329,18-07-2012,0,7,94,2012-07
CS5931,24-11-2012,0,11,74,2012-11
CS2170,09-04-2013,0,4,77,2013-04
CS1193,04-05-2012,0,5,82,2012-05
CS4496,28-08-2011,0,8,93,2011-08
CS5157,21-12-2013,0,12,82,2013-12
CS4708,25-03-2013,0,3,88,2013-03
CS3674,11-08-2014,0,8,60,2014-08
CS3580,12-02-2013,0,2,67,2013-02
CS5752,25-12-2012,0,12,97,2012-12
CS2405,21-12-2013,0,12,47,2013-12
CS2539,27-07-2014,0,7,100,2014-07
CS3472,07-05-2014,0,5,53,2014-05
CS5279,07-07-2011,0,7,105,2011-07
CS3870,04-03-2013,0,3,73,2013-03
CS4683,13-10-2011,0,10,85,2011-10
CS5988,28-04-2012,0,4,75,2012-04
CS5021,08-10-2011,0,10,54,2011-10
CS4874,24-04-2014,0,4,66,2014-04
CS4769,08-02-2013,0,2,102,2013-02
CS3117,25-09-2011,0,9,85,2011-09
CS2982,22-07-2011,0,7,93,2011-07
CS4606,08-07-2011,0,7,53,2011-07
CS2552,16-07-2011,0,7,52,2011-07
CS1857,16-08-2013,0,8,38,2013-08
CS4678,25-10-2013,0,10,70,2013-10
CS2621,01-06-2012,0,6,83,2012-06
CS1499,29-05-2014,0,5,74,2014-05
CS2478,09-04-2014,0,4,83,2014-04
CS5321,09-02-2015,0,2,69,2015-02
CS4534,16-08-2011,0,8,60,2011-08
CS1312,23-10-2011,1,10,45,2011-10
CS2426,02-12-2011,0,12,61,2011-12
CS2253,04-08-2013,0,8,63,2013-08
CS5130,11-02-2012,0,2,90,2012-02
CS4385,01-05-2013,0,5,104,2013-05
CS5770,06-05-2013,0,5,42,2013-05
CS1369,10-02-2013,0,2,69,2013-02
CS4786,21-05-2012,0,5,79,2012-05
CS5452,11-08-2011,0,8,81,2011-08
CS1969,23-09-2014,0,9,87,2014-09
CS1923,10-09-2012,1,9,94,2012-09
CS3689,19-05-2012,0,5,76,2012-05
CS5528,09-11-2014,0,11,94,2014-11
CS1935,10-05-2014,0,5,88,2014-05
CS2746,05-07-2013,0,7,94,2013-07
CS4335,04-05-2013,0,5,53,2013-05
CS5266,25-07-2014,1,7,59,2014-07
CS2854,25-10-2014,1,10,99,2014-10
CS4265,06-01-2012,0,1,42,2012-01
CS1677,13-11-2014,1,11,93,2014-11
CS2190,18-06-2013,1,6,73,2013-06
CS5861,19-07-2011,0,7,71,2011-07
CS2619,09-01-2015,0,1,95,2015-01
CS6080,15-01-2014,0,1,96,2014-01
CS4469,12-04-2014,0,4,83,2014-04
CS1737,13-11-2012,0,11,68,2012-11
CS4418,09-04-2012,0,4,71,2012-04
CS3750,26-11-2013,1,11,105,2013-11
CS5858,19-05-2013,1,5,44,2013-05
CS2783,27-01-2015,0,1,38,2015-01
CS6056,19-06-2012,0,6,94,2012-06
CS3102,05-07-2012,0,7,57,2012-07
CS2030,21-09-2013,0,9,54,2013-09
CS5097,15-06-2013,0,6,53,2013-06
CS4664,24-09-2014,0,9,104,2014-09
CS1906,15-03-2012,0,3,75,2012-03
CS2190,18-04-2013,1,4,68,2013-04
CS3429,06-10-2013,1,10,68,2013-10
CS4656,03-08-2013,0,8,56,2013-08
CS5041,14-01-2015,0,1,100,2015-01
CS1260,08-06-2013,0,6,42,2013-06
CS4123,27-05-2013,0,5,86,2013-05
CS4539,13-09-2011,1,9,56,2011-09
CS3470,30-09-2013,0,9,51,2013-09
CS2399,17-04-2013,0,4,77,2013-04
CS4960,10-06-2013,0,6,92,2013-06
CS4319,01-01-2014,0,1,56,2014-01
CS2917,02-01-2014,0,1,54,2014-01
CS3252,22-05-2012,0,5,87,2012-05
CS2259,17-02-2012,1,2,96,2012-02
CS3158,06-05-2014,0,5,51,2014-05
CS3339,12-04-2012,0,4,89,2012-04
CS1792,20-09-2013,0,9,102,2013-09
CS5710,07-09-2013,0,9,43,2013-09
CS3828,17-08-2012,0,8,61,2012-08
CS2827,01-01-2014,0,1,38,2014-01
CS4939,14-01-2012,1,1,86,2012-01
CS1810,11-07-2012,0,7,92,2012-07
CS4218,09-06-2013,0,6,102,2013-06
CS2578,26-06-2011,1,6,72,2011-06
CS3793,16-02-2013,0,2,59,2013-02
CS2863,14-08-2011,0,8,80,2011-08
CS1201,22-05-2014,0,5,57,2014-05
CS1642,13-01-2015,0,1,71,2015-01
CS2282,31-07-2013,0,7,63,2013-07
CS2798,31-05-2013,0,5,54,2013-05
CS2335,28-02-2013,0,2,38,2013-02
CS3116,22-01-2015,1,1,102,2015-01
CS1518,05-08-2012,0,8,80,2012-08
CS4625,18-04-2014,0,4,54,2014-04
CS2310,09-12-2011,0,12,105,2011-12
CS3292,21-06-2011,0,6,74,2011-06
CS2806,20-10-2014,0,10,50,2014-10
CS1480,24-12-2014,0,12,102,2014-12
CS3609,23-05-2013,0,5,43,2013-05
CS2388,01-09-2011,0,9,79,2011-09
CS3258,04-06-2011,0,6,95,2011-06
CS5093,23-10-2013,1,10,63,2013-10
CS3727,28-08-2011,0,8,92,2011-08
CS3560,09-12-2014,0,12,71,2014-12
CS3326,20-08-2013,0,8,35,2013-08
CS3060,31-10-2012,0,10,86,2012-10
CS5242,20-12-2014,0,12,98,2014-12
CS4915,17-12-2012,0,12,102,2012-12
CS4868,28-02-2014,0,2,77,2014-02
CS2437,13-07-2014,0,7,90,2014-07
CS5196,13-10-2013,0,10,39,2013-10
CS5189,04-07-2014,1,7,68,2014-07
CS2840,12-04-2012,1,4,84,2012-04
CS4670,04-03-2012,0,3,36,2012-03
CS2766,29-12-2011,0,12,89,2011-12
CS5273,02-10-2014,1,10,48,2014-10
CS2990,29-12-2012,1,12,60,2012-12
CS1470,26-06-2014,0,6,76,2014-06
CS4026,12-04-2012,0,4,41,2012-04
CS4692,04-03-2015,0,3,99,2015-03
CS3337,21-08-2014,0,8,79,2014-08
CS3196,16-12-2012,0,12,99,2012-12
CS5261,29-07-2014,0,7,101,2014-07
CS2359,22-10-2012,1,10,71,2012-10
CS5435,04-11-2013,0,11,37,2013-11
CS3304,23-09-2014,0,9,102,2014-09
CS5832,17-12-2013,0,12,52,2013-12
CS1404,04-08-2014,0,8,38,2014-08
CS5236,02-11-2012,0,11,102,2012-11
CS1591,18-09-2011,0,9,37,2011-09
CS1321,26-04-2012,0,4,56,2012-04
CS1777,20-07-2013,0,7,75,2013-07
CS3342,21-11-2011,0,11,71,2011-11
CS2713,07-11-2011,0,11,53,2011-11
CS5386,07-06-2013,1,6,82,2013-06
CS1628,21-02-2015,0,2,46,2015-02
CS5484,20-02-2014,1,2,67,2014-02
CS4149,06-03-2012,0,3,71,2012-03
CS1184,09-05-2014,0,5,73,2014-05
CS2328,21-09-2013,0,9,103,2013-09
CS4584,30-10-2014,0,10,63,2014-10
CS3143,22-02-2012,0,2,50,2012-02
CS5892,04-10-2013,0,10,100,2013-10
CS1943,10-03-2015,0,3,103,2015-03
CS4227,14-08-2014,0,8,99,2014-08
CS4593,17-02-2015,0,2,54,2015-02
CS5315,08-07-2014,0,7,91,2014-07
CS5377,14-10-2012,0,10,95,2012-10
CS6085,26-10-2014,0,10,66,2014-10
CS4224,21-10-2014,0,10,91,2014-10
CS2884,06-11-2013,0,11,88,2013-11
CS1663,10-11-2014,1,11,90,2014-11
CS5608,12-06-2012,0,6,72,2012-06
CS5448,02-10-2013,0,10,40,2013-10
CS5728,26-02-2013,0,2,94,2013-02
CS4224,31-08-2011,0,8,92,2011-08
CS2787,14-11-2014,0,11,103,2014-11
CS5780,06-05-2013,1,5,43,2013-05
CS2377,19-08-2013,0,8,93,2013-08
CS3085,18-11-2011,0,11,76,2011-11
CS1981,08-07-2012,0,7,100,2012-07
CS5167,02-12-2011,0,12,46,2011-12
CS4963,23-12-2012,0,12,63,2012-12
CS3343,12-06-2012,0,6,88,2012-06
CS2769,13-06-2011,0,6,97,2011-06
CS1727,30-05-2014,0,5,63,2014-05
CS3526,22-04-2012,0,4,56,2012-04
CS3871,01-02-2014,0,2,57,2014-02
CS1308,21-08-2013,0,8,104,2013-08
CS2956,20-12-2011,1,12,40,2011-12
CS1292,17-05-2013,0,5,35,2013-05
CS5182,20-06-2011,0,6,71,2011-06
CS2656,31-01-2012,0,1,96,2012-01
CS1857,14-02-2013,0,2,56,2013-02
CS2818,10-11-2014,0,11,85,2014-11
CS5287,15-09-2011,0,9,93,2011-09
CS2959,02-03-2015,0,3,80,2015-03
CS3873,23-01-2012,0,1,53,2012-01
CS2373,18-12-2013,0,12,49,2013-12
CS4941,26-02-2015,0,2,39,2015-02
CS5115,18-07-2012,1,7,36,2012-07
CS5391,10-09-2014,0,9,90,2014-09
CS1835,06-07-2012,0,7,71,2012-07
CS5850,11-06-2012,0,6,57,2012-06
CS5912,18-12-2013,0,12,50,2013-12
CS2800,04-01-2015,0,1,76,2015-01
CS5291,22-02-2012,0,2,41,2012-02
CS4012,02-03-2012,0,3,41,2012-03
CS1810,11-09-2013,0,9,85,2013-09
CS4614,26-12-2011,0,12,81,2011-12
CS6010,20-03-2014,0,3,100,2014-03
CS5932,18-10-2013,0,10,35,2013-10
CS1232,02-03-2013,0,3,101,2013-03
CS5976,06-12-2011,0,12,87,2011-12
CS3987,02-12-2012,0,12,51,2012-12
CS4286,21-10-2014,0,10,62,2014-10
CS1849,08-04-2014,0,4,41,2014-04
CS1635,18-11-2012,1,11,71,2012-11
CS3872,27-07-2013,0,7,38,2013-07
CS2964,19-12-2013,0,12,37,2013-12
CS1278,02-12-2013,0,12,76,2013-12
CS5966,27-05-2014,0,5,57,2014-05
CS4260,03-07-2014,1,7,69,2014-07
CS3260,17-08-2013,1,8,79,2013-08
CS1614,01-02-2015,0,2,102,2015-02
CS2579,11-01-2012,0,1,70,2012-01
CS5868,04-04-2014,1,4,84,2014-04
CS3590,10-08-2011,0,8,97,2011-08
CS5014,26-08-2011,0,8,57,2011-08
CS2924,27-11-2013,0,11,49,2013-11
CS2956,14-01-2013,1,1,99,2013-01
CS4512,26-05-2011,0,5,36,2011-05
CS4459,17-12-2012,0,12,57,2012-12
CS2840,14-05-2013,1,5,95,2013-05
CS1489,15-04-2013,0,4,38,2013-04
CS1567,30-12-2013,1,12,84,2013-12
CS5186,22-03-2013,0,3,42,2013-03
CS3073,04-10-2011,0,10,62,2011-10
CS5332,21-01-2014,1,1,72,2014-01
CS5168,30-08-2013,0,8,83,2013-08
CS1228,29-10-2013,0,10,77,2013-10
CS3272,16-11-2014,0,11,84,2014-11
CS2823,26-02-2015,1,2,98,2015-02
CS1950,15-03-2015,0,3,104,2015-03
CS5072,08-10-2013,0,10,83,2013-10
CS2340,24-01-2015,0,1,42,2015-01
CS4023,06-08-2011,0,8,77,2011-08
CS1755,30-07-2014,0,7,51,2014-07
CS2338,11-05-2014,0,5,91,2014-05
CS3153,21-10-2012,0,10,42,2012-10
CS5474,09-03-2014,0,3,104,2014-03
CS3936,13-06-2011,1,6,47,2011-06
CS2314,02-01-2015,0,1,72,2015-01
CS4798,06-03-2012,1,3,35,2012-03
CS2600,06-10-2011,0,10,62,2011-10
CS2826,03-12-2013,0,12,65,2013-12
CS4444,11-05-2013,0,5,35,2013-05
CS3279,02-03-2012,0,3,37,2012-03
CS3839,27-02-2015,0,2,76,2015-02
CS5823,10-02-2012,0,2,104,2012-02
CS1447,04-11-2011,0,11,72,2011-11
CS4349,30-06-2014,0,6,99,2014-06
CS5326,02-06-2012,1,6,98,2012-06
CS3599,03-06-2011,0,6,54,2011-06
CS3425,29-11-2011,0,11,44,2011-11
CS5341,05-09-2014,1,9,82,2014-09
CS3151,08-08-2011,0,8,104,2011-08
CS4101,29-05-2011,0,5,71,2011-05
CS3987,17-10-2011,0,10,57,2011-10
CS1148,25-04-2014,1,4,97,2014-04
CS2156,16-06-2011,0,6,76,2011-06
CS1145,25-10-2014,1,10,47,2014-10
CS3579,16-08-2014,0,8,63,2014-08
